stress,,,,,,,,,,,,,,,
1,0.998959716,0.997757201,0.995353966,0.992715993,0.989937061,0.986298404,0.980701964,0.972827076,0.961681123,0.942967121,0.911541625,0.859871721,0.773267341,0.648751877,0.485628575
1,0.999315508,0.998869586,0.997464767,0.99569837,0.993650291,0.990688194,0.986002032,0.979443597,0.969967256,0.953006979,0.923242876,0.873386209,0.788625876,0.661519436,0.475468464
1,0.999499434,0.997902092,0.995517244,0.992275633,0.988522478,0.984345878,0.979170412,0.972176777,0.962102719,0.945369692,0.917618016,0.870207436,0.779796976,0.628229229,0.39806034
1,0.997721069,0.995476786,0.993111777,0.990398818,0.987253037,0.983499572,0.97837654,0.971063516,0.96029963,0.943113009,0.917501236,0.879867023,0.820432746,0.732339817,0.606121851
1,0.9985834,0.995830386,0.9927531,0.98929518,0.984960013,0.979174666,0.970548619,0.958098142,0.940177897,0.912506685,0.872015497,0.812955836,0.72020372,0.584610115,0.396209357
1,0.998815825,0.99716721,0.994840171,0.992076799,0.988864576,0.984801343,0.978959914,0.970721821,0.958845725,0.939392697,0.90838385,0.859257645,0.776465332,0.651090095,0.472297717
1,0.998953746,0.998548498,0.997826289,0.996102599,0.993425778,0.989524033,0.982961715,0.971928027,0.953617847,0.922034325,0.87439038,0.806388939,0.707404556,0.575629333,0.412193267
1,0.998893719,0.998670552,0.998447653,0.997205611,0.993710413,0.988737653,0.980918688,0.967018878,0.942157085,0.897137517,0.82863534,0.73125672,0.589894056,0.401964503,0.174985533
1,0.998962421,0.998220909,0.997108692,0.995482596,0.992306559,0.987083444,0.978388822,0.964813228,0.943788449,0.909841808,0.861478255,0.796943624,0.711655296,0.606379327,0.478454356
1,0.999513496,0.998809868,0.998137438,0.997304429,0.996018308,0.993984557,0.99013837,0.983226086,0.971236962,0.949385012,0.914475828,0.86151164,0.778579927,0.661249664,0.505999434
1,0.999080845,0.998562457,0.997880018,0.996523809,0.993865264,0.989832422,0.983101899,0.971746555,0.952700086,0.919599665,0.869744951,0.799025231,0.696883458,0.561305707,0.392908148
